EventID,EmployeeID,EventType,EventDate,Detail
EVT-HIRE-E00389,E00389,Hire,2024-12-06,
EVT-EXIT-E00389,E00389,Exit,2025-01-17,Resigned
EVT-HIRE-E00390,E00390,Hire,2020-11-28,
EVT-HIRE-E00391,E00391,Hire,2023-06-05,
EVT-HIRE-E00392,E00392,Hire,2022-03-20,
EVT-EXIT-E00392,E00392,Exit,2022-07-06,Resigned
EVT-HIRE-E00393,E00393,Hire,2020-01-04,
EVT-HIRE-E00394,E00394,Hire,2024-09-21,
EVT-HIRE-E00395,E00395,Hire,2025-02-15,
EVT-HIRE-E00396,E00396,Hire,2022-01-31,
EVT-HIRE-E00397,E00397,Hire,2025-04-21,
EVT-HIRE-E00398,E00398,Hire,2020-09-06,
EVT-HIRE-E00399,E00399,Hire,2021-08-01,
EVT-HIRE-E00400,E00400,Hire,2025-06-04,
EVT-HIRE-E00401,E00401,Hire,2020-02-06,
EVT-HIRE-E00402,E00402,Hire,2025-09-26,
EVT-HIRE-E00403,E00403,Hire,2020-01-02,
EVT-EXIT-E00403,E00403,Exit,2020-03-31,Resigned
EVT-HIRE-E00404,E00404,Hire,2023-11-14,
EVT-HIRE-E00405,E00405,Hire,2025-04-26,
EVT-HIRE-E00406,E00406,Hire,2021-03-18,
EVT-HIRE-E00407,E00407,Hire,2023-11-13,
EVT-HIRE-E00408,E00408,Hire,2021-03-11,
EVT-HIRE-E00409,E00409,Hire,2021-05-26,
EVT-HIRE-E00410,E00410,Hire,2021-12-08,
EVT-HIRE-E00411,E00411,Hire,2022-06-14,
EVT-HIRE-E00412,E00412,Hire,2023-01-21,
EVT-EXIT-E00412,E00412,Exit,2023-03-18,Layoff
EVT-HIRE-E00413,E00413,Hire,2021-12-13,
EVT-HIRE-E00414,E00414,Hire,2021-04-28,
EVT-EXIT-E00414,E00414,Exit,2021-09-06,Retirement
EVT-HIRE-E00415,E00415,Hire,2021-10-08,
EVT-EXIT-E00415,E00415,Exit,2021-12-28,Resigned
EVT-HIRE-E00416,E00416,Hire,2020-09-12,
EVT-HIRE-E00417,E00417,Hire,2020-09-02,
EVT-HIRE-E00418,E00418,Hire,2024-10-29,
EVT-EXIT-E00418,E00418,Exit,2025-02-03,Retirement
EVT-HIRE-E00419,E00419,Hire,2020-02-12,
EVT-HIRE-E00420,E00420,Hire,2020-01-26,
EVT-HIRE-E00421,E00421,Hire,2024-04-30,
EVT-HIRE-E00422,E00422,Hire,2020-10-03,
EVT-HIRE-E00423,E00423,Hire,2023-12-19,
EVT-HIRE-E00424,E00424,Hire,2021-06-08,
EVT-HIRE-E00425,E00425,Hire,2023-08-09,
EVT-HIRE-E00426,E00426,Hire,2020-05-30,
EVT-HIRE-E00427,E00427,Hire,2023-11-14,
EVT-EXIT-E00427,E00427,Exit,2024-03-12,Retirement
EVT-HIRE-E00428,E00428,Hire,2022-10-25,
EVT-EXIT-E00428,E00428,Exit,2023-03-07,Layoff
EVT-HIRE-E00429,E00429,Hire,2024-10-25,
EVT-HIRE-E00430,E00430,Hire,2022-11-18,
EVT-EXIT-E00430,E00430,Exit,2023-01-22,Resigned
EVT-HIRE-E00431,E00431,Hire,2021-08-25,
EVT-HIRE-E00432,E00432,Hire,2024-10-02,
EVT-HIRE-E00433,E00433,Hire,2023-07-06,
EVT-HIRE-E00434,E00434,Hire,2024-05-18,
EVT-HIRE-E00435,E00435,Hire,2023-10-28,
EVT-HIRE-E00436,E00436,Hire,2021-07-22,
EVT-HIRE-E00437,E00437,Hire,2023-05-24,
EVT-HIRE-E00438,E00438,Hire,2025-06-09,
EVT-HIRE-E00439,E00439,Hire,2024-01-18,
EVT-HIRE-E00440,E00440,Hire,2022-11-01,
EVT-HIRE-E00441,E00441,Hire,2021-09-17,
EVT-HIRE-E00442,E00442,Hire,2022-05-05,
EVT-HIRE-E00443,E00443,Hire,2025-10-16,
EVT-HIRE-E00444,E00444,Hire,2023-04-06,
EVT-HIRE-E00445,E00445,Hire,2023-02-20,
EVT-HIRE-E00446,E00446,Hire,2021-07-09,
EVT-HIRE-E00447,E00447,Hire,2020-02-28,
EVT-HIRE-E00448,E00448,Hire,2024-12-07,
EVT-HIRE-E00449,E00449,Hire,2023-05-05,
EVT-HIRE-E00450,E00450,Hire,2020-02-23,
EVT-HIRE-E00451,E00451,Hire,2020-01-15,
EVT-HIRE-E00452,E00452,Hire,2021-08-18,
EVT-HIRE-E00453,E00453,Hire,2025-01-07,
EVT-HIRE-E00454,E00454,Hire,2021-09-09,
EVT-HIRE-E00455,E00455,Hire,2023-05-05,
EVT-HIRE-E00456,E00456,Hire,2020-02-02,
EVT-HIRE-E00457,E00457,Hire,2020-04-13,
EVT-HIRE-E00458,E00458,Hire,2025-02-14,
EVT-HIRE-E00459,E00459,Hire,2021-08-20,
EVT-HIRE-E00460,E00460,Hire,2022-08-20,
EVT-EXIT-E00460,E00460,Exit,2022-10-05,Resigned
EVT-HIRE-E00461,E00461,Hire,2020-04-05,
EVT-EXIT-E00461,E00461,Exit,2020-07-17,Resigned
EVT-HIRE-E00462,E00462,Hire,2022-08-07,
EVT-HIRE-E00463,E00463,Hire,2023-06-02,
EVT-HIRE-E00464,E00464,Hire,2025-03-07,
EVT-EXIT-E00464,E00464,Exit,2025-06-12,Layoff
EVT-HIRE-E00465,E00465,Hire,2023-03-27,
EVT-HIRE-E00466,E00466,Hire,2024-04-11,
EVT-HIRE-E00467,E00467,Hire,2022-03-27,
EVT-HIRE-E00468,E00468,Hire,2023-07-22,
EVT-HIRE-E00469,E00469,Hire,2025-12-10,
EVT-HIRE-E00470,E00470,Hire,2025-05-11,
EVT-HIRE-E00471,E00471,Hire,2020-08-16,
EVT-HIRE-E00472,E00472,Hire,2020-06-23,
EVT-HIRE-E00473,E00473,Hire,2024-02-12,
EVT-EXIT-E00473,E00473,Exit,2024-05-03,Resigned
EVT-HIRE-E00474,E00474,Hire,2025-06-08,
EVT-HIRE-E00475,E00475,Hire,2024-11-05,
EVT-HIRE-E00476,E00476,Hire,2022-05-17,
EVT-HIRE-E00477,E00477,Hire,2022-03-09,
EVT-HIRE-E00478,E00478,Hire,2022-06-13,
EVT-HIRE-E00479,E00479,Hire,2020-10-14,
EVT-EXIT-E00479,E00479,Exit,2021-01-02,Performance / Termination
EVT-HIRE-E00480,E00480,Hire,2022-07-14,
EVT-EXIT-E00480,E00480,Exit,2022-09-24,Resigned
EVT-HIRE-E00481,E00481,Hire,2023-01-06,
EVT-HIRE-E00482,E00482,Hire,2024-03-28,
EVT-HIRE-E00483,E00483,Hire,2020-01-23,
EVT-HIRE-E00484,E00484,Hire,2022-12-17,
EVT-EXIT-E00484,E00484,Exit,2023-04-10,Resigned
EVT-HIRE-E00485,E00485,Hire,2021-05-26,
EVT-HIRE-E00486,E00486,Hire,2021-08-31,
EVT-HIRE-E00487,E00487,Hire,2024-05-01,
EVT-HIRE-E00488,E00488,Hire,2021-03-15,
EVT-HIRE-E00489,E00489,Hire,2023-07-21,
EVT-EXIT-E00489,E00489,Exit,2023-10-05,Layoff
EVT-HIRE-E00490,E00490,Hire,2021-01-21,
EVT-EXIT-E00490,E00490,Exit,2021-03-13,Retirement
EVT-HIRE-E00491,E00491,Hire,2023-05-02,
EVT-HIRE-E00492,E00492,Hire,2021-06-30,
EVT-HIRE-E00493,E00493,Hire,2020-08-19,
EVT-EXIT-E00493,E00493,Exit,2020-11-12,Performance / Termination
EVT-HIRE-E00494,E00494,Hire,2022-04-23,
EVT-HIRE-E00495,E00495,Hire,2020-08-31,
EVT-EXIT-E00495,E00495,Exit,2020-11-30,Resigned
EVT-HIRE-E00496,E00496,Hire,2020-06-10,
EVT-HIRE-E00497,E00497,Hire,2020-04-05,
EVT-HIRE-E00498,E00498,Hire,2024-11-11,
EVT-HIRE-E00499,E00499,Hire,2020-09-17,
EVT-EXIT-E00499,E00499,Exit,2021-02-11,Relocation
EVT-HIRE-E00500,E00500,Hire,2023-12-26,
EVT-HIRE-E00501,E00501,Hire,2024-09-14,
EVT-HIRE-E00502,E00502,Hire,2024-06-25,
EVT-HIRE-E00503,E00503,Hire,2021-04-23,
EVT-HIRE-E00504,E00504,Hire,2020-02-28,
EVT-HIRE-E00505,E00505,Hire,2021-08-11,
EVT-EXIT-E00505,E00505,Exit,2021-10-24,Retirement
EVT-HIRE-E00506,E00506,Hire,2020-06-04,
EVT-HIRE-E00507,E00507,Hire,2024-01-18,
EVT-EXIT-E00507,E00507,Exit,2024-04-01,Relocation
EVT-HIRE-E00508,E00508,Hire,2023-02-03,
EVT-HIRE-E00509,E00509,Hire,2025-11-09,
EVT-EXIT-E00509,E00509,Exit,2025-11-24,Resigned
EVT-HIRE-E00510,E00510,Hire,2024-03-21,
EVT-EXIT-E00510,E00510,Exit,2024-07-18,Resigned
EVT-HIRE-E00511,E00511,Hire,2024-01-14,
EVT-HIRE-E00512,E00512,Hire,2021-12-04,
EVT-HIRE-E00513,E00513,Hire,2025-07-24,
EVT-HIRE-E00514,E00514,Hire,2020-08-26,
EVT-HIRE-E00515,E00515,Hire,2022-03-16,
EVT-EXIT-E00515,E00515,Exit,2022-07-31,Relocation
EVT-HIRE-E00516,E00516,Hire,2022-12-16,
EVT-HIRE-E00517,E00517,Hire,2023-12-29,
EVT-HIRE-E00518,E00518,Hire,2024-05-03,
EVT-EXIT-E00518,E00518,Exit,2024-06-30,Resigned
EVT-HIRE-E00519,E00519,Hire,2022-10-19,
EVT-HIRE-E00520,E00520,Hire,2022-07-07,
EVT-HIRE-E00521,E00521,Hire,2021-03-08,
EVT-HIRE-E00522,E00522,Hire,2022-08-21,
EVT-HIRE-E00523,E00523,Hire,2020-04-02,
EVT-HIRE-E00524,E00524,Hire,2022-12-28,
EVT-HIRE-E00525,E00525,Hire,2024-01-19,
EVT-HIRE-E00526,E00526,Hire,2021-09-21,
EVT-HIRE-E00527,E00527,Hire,2022-11-23,
EVT-HIRE-E00528,E00528,Hire,2022-07-23,
EVT-HIRE-E00529,E00529,Hire,2020-05-24,
EVT-EXIT-E00529,E00529,Exit,2020-09-30,Retirement
EVT-HIRE-E00530,E00530,Hire,2024-05-12,
EVT-HIRE-E00531,E00531,Hire,2021-10-04,
EVT-HIRE-E00532,E00532,Hire,2023-03-04,
EVT-HIRE-E00533,E00533,Hire,2020-05-07,
EVT-HIRE-E00534,E00534,Hire,2025-07-30,
EVT-HIRE-E00535,E00535,Hire,2024-12-26,
EVT-HIRE-E00536,E00536,Hire,2023-02-20,
EVT-HIRE-E00537,E00537,Hire,2022-12-08,
EVT-HIRE-E00538,E00538,Hire,2025-11-13,
EVT-HIRE-E00539,E00539,Hire,2020-03-13,
EVT-HIRE-E00540,E00540,Hire,2024-06-29,
EVT-HIRE-E00541,E00541,Hire,2023-12-12,
EVT-HIRE-E00542,E00542,Hire,2024-02-04,
EVT-HIRE-E00543,E00543,Hire,2025-12-09,
EVT-HIRE-E00544,E00544,Hire,2025-01-04,
EVT-HIRE-E00545,E00545,Hire,2020-06-25,
EVT-EXIT-E00545,E00545,Exit,2020-10-20,Retirement
EVT-HIRE-E00546,E00546,Hire,2022-04-25,
EVT-EXIT-E00546,E00546,Exit,2022-07-05,Retirement
EVT-HIRE-E00547,E00547,Hire,2024-12-30,
EVT-HIRE-E00548,E00548,Hire,2025-03-01,
EVT-HIRE-E00549,E00549,Hire,2021-12-21,
EVT-HIRE-E00550,E00550,Hire,2021-10-06,
EVT-EXIT-E00550,E00550,Exit,2022-01-01,Retirement
EVT-HIRE-E00551,E00551,Hire,2025-12-26,
EVT-EXIT-E00551,E00551,Exit,2025-12-30,Resigned
EVT-HIRE-E00552,E00552,Hire,2025-08-10,
EVT-EXIT-E00552,E00552,Exit,2025-11-19,Resigned
EVT-HIRE-E00553,E00553,Hire,2025-11-04,
EVT-HIRE-E00554,E00554,Hire,2021-06-21,
EVT-HIRE-E00555,E00555,Hire,2023-05-10,
EVT-HIRE-E00556,E00556,Hire,2020-12-21,
EVT-EXIT-E00556,E00556,Exit,2021-01-30,Retirement
EVT-HIRE-E00557,E00557,Hire,2025-07-14,
EVT-HIRE-E00558,E00558,Hire,2022-08-08,
EVT-HIRE-E00559,E00559,Hire,2022-08-02,
EVT-EXIT-E00559,E00559,Exit,2022-11-01,Resigned
EVT-HIRE-E00560,E00560,Hire,2020-03-11,
EVT-HIRE-E00561,E00561,Hire,2025-09-26,
EVT-HIRE-E00562,E00562,Hire,2021-01-20,
EVT-HIRE-E00563,E00563,Hire,2024-03-20,
EVT-HIRE-E00564,E00564,Hire,2020-09-29,
EVT-EXIT-E00564,E00564,Exit,2020-11-10,Resigned
EVT-HIRE-E00565,E00565,Hire,2020-08-06,
EVT-HIRE-E00566,E00566,Hire,2023-11-06,
EVT-HIRE-E00567,E00567,Hire,2023-03-13,
EVT-HIRE-E00568,E00568,Hire,2022-10-29,
EVT-HIRE-E00569,E00569,Hire,2025-03-04,
EVT-HIRE-E00570,E00570,Hire,2021-02-14,
EVT-HIRE-E00571,E00571,Hire,2023-05-27,
EVT-EXIT-E00571,E00571,Exit,2023-07-08,Resigned
EVT-HIRE-E00572,E00572,Hire,2022-10-31,
EVT-HIRE-E00573,E00573,Hire,2021-07-05,
EVT-HIRE-E00574,E00574,Hire,2025-09-07,
EVT-HIRE-E00575,E00575,Hire,2022-09-20,
EVT-HIRE-E00576,E00576,Hire,2020-06-29,
EVT-HIRE-E00577,E00577,Hire,2022-03-07,
EVT-HIRE-E00578,E00578,Hire,2025-04-07,
EVT-HIRE-E00579,E00579,Hire,2020-01-30,
EVT-HIRE-E00580,E00580,Hire,2025-05-06,
EVT-EXIT-E00580,E00580,Exit,2025-08-17,Performance / Termination
EVT-HIRE-E00581,E00581,Hire,2020-06-09,
EVT-HIRE-E00582,E00582,Hire,2024-05-13,
EVT-HIRE-E00583,E00583,Hire,2024-05-28,
EVT-HIRE-E00584,E00584,Hire,2022-04-06,
EVT-EXIT-E00584,E00584,Exit,2022-07-25,Resigned
EVT-HIRE-E00585,E00585,Hire,2023-11-15,
EVT-HIRE-E00586,E00586,Hire,2021-09-07,
EVT-HIRE-E00587,E00587,Hire,2024-01-21,
EVT-HIRE-E00588,E00588,Hire,2024-05-05,
EVT-HIRE-E00589,E00589,Hire,2022-03-25,
EVT-HIRE-E00590,E00590,Hire,2024-04-06,
EVT-HIRE-E00591,E00591,Hire,2021-09-09,
EVT-HIRE-E00592,E00592,Hire,2022-07-02,
EVT-HIRE-E00593,E00593,Hire,2024-06-09,
EVT-HIRE-E00594,E00594,Hire,2022-02-11,
EVT-EXIT-E00594,E00594,Exit,2022-03-20,Resigned
EVT-HIRE-E00595,E00595,Hire,2023-05-30,
EVT-HIRE-E00596,E00596,Hire,2024-02-07,
EVT-EXIT-E00596,E00596,Exit,2024-06-30,Resigned
EVT-HIRE-E00597,E00597,Hire,2025-04-02,
EVT-HIRE-E00598,E00598,Hire,2025-04-26,
EVT-HIRE-E00599,E00599,Hire,2020-02-15,
EVT-EXIT-E00599,E00599,Exit,2020-05-03,Retirement
EVT-HIRE-E00600,E00600,Hire,2023-01-06,
EVT-HIRE-E00601,E00601,Hire,2023-04-14,
EVT-HIRE-E00602,E00602,Hire,2024-10-10,
EVT-HIRE-E00603,E00603,Hire,2024-11-19,
EVT-HIRE-E00604,E00604,Hire,2025-11-07,
EVT-HIRE-E00605,E00605,Hire,2025-08-28,
EVT-EXIT-E00605,E00605,Exit,2025-10-30,Resigned
EVT-HIRE-E00606,E00606,Hire,2020-04-03,
EVT-HIRE-E00607,E00607,Hire,2022-05-02,
EVT-HIRE-E00608,E00608,Hire,2024-09-01,
EVT-EXIT-E00608,E00608,Exit,2024-12-17,Resigned
EVT-HIRE-E00609,E00609,Hire,2024-06-08,
EVT-HIRE-E00610,E00610,Hire,2025-10-06,
EVT-EXIT-E00610,E00610,Exit,2025-12-01,Resigned
EVT-HIRE-E00611,E00611,Hire,2021-12-17,
EVT-HIRE-E00612,E00612,Hire,2023-12-20,
EVT-HIRE-E00613,E00613,Hire,2020-05-01,
EVT-HIRE-E00614,E00614,Hire,2020-07-08,
EVT-HIRE-E00615,E00615,Hire,2025-02-07,
EVT-HIRE-E00616,E00616,Hire,2022-05-03,
EVT-HIRE-E00617,E00617,Hire,2021-09-18,
EVT-EXIT-E00617,E00617,Exit,2022-01-14,Resigned
EVT-HIRE-E00618,E00618,Hire,2022-11-14,
EVT-HIRE-E00619,E00619,Hire,2025-03-04,
EVT-HIRE-E00620,E00620,Hire,2023-04-26,
EVT-EXIT-E00620,E00620,Exit,2023-07-10,Retirement
EVT-HIRE-E00621,E00621,Hire,2021-03-14,
EVT-HIRE-E00622,E00622,Hire,2023-06-04,
EVT-HIRE-E00623,E00623,Hire,2022-08-02,
EVT-HIRE-E00624,E00624,Hire,2020-09-02,
EVT-EXIT-E00624,E00624,Exit,2020-12-04,Retirement
EVT-HIRE-E00625,E00625,Hire,2023-12-17,
EVT-HIRE-E00626,E00626,Hire,2022-03-24,
EVT-HIRE-E00627,E00627,Hire,2024-08-24,
EVT-HIRE-E00628,E00628,Hire,2024-03-12,
EVT-HIRE-E00629,E00629,Hire,2022-12-21,
EVT-HIRE-E00630,E00630,Hire,2020-08-14,
EVT-EXIT-E00630,E00630,Exit,2020-09-29,Resigned
EVT-HIRE-E00631,E00631,Hire,2023-01-25,
EVT-HIRE-E00632,E00632,Hire,2024-01-25,
EVT-HIRE-E00633,E00633,Hire,2022-01-20,
EVT-EXIT-E00633,E00633,Exit,2022-06-19,Performance / Termination
EVT-HIRE-E00634,E00634,Hire,2020-04-14,
EVT-HIRE-E00635,E00635,Hire,2020-01-10,
EVT-HIRE-E00636,E00636,Hire,2020-10-21,
EVT-HIRE-E00637,E00637,Hire,2023-08-12,
EVT-HIRE-E00638,E00638,Hire,2021-04-03,
EVT-HIRE-E00639,E00639,Hire,2024-10-16,
EVT-HIRE-E00640,E00640,Hire,2025-01-06,
EVT-HIRE-E00641,E00641,Hire,2025-11-03,
EVT-HIRE-E00642,E00642,Hire,2023-01-18,
EVT-HIRE-E00643,E00643,Hire,2025-09-26,
EVT-HIRE-E00644,E00644,Hire,2025-04-13,
EVT-HIRE-E00645,E00645,Hire,2024-03-18,
EVT-HIRE-E00646,E00646,Hire,2020-01-05,
EVT-HIRE-E00647,E00647,Hire,2025-04-28,
EVT-HIRE-E00648,E00648,Hire,2025-02-15,
EVT-EXIT-E00648,E00648,Exit,2025-06-16,Resigned
EVT-HIRE-E00649,E00649,Hire,2021-09-13,
EVT-EXIT-E00649,E00649,Exit,2021-11-07,Retirement
EVT-HIRE-E00650,E00650,Hire,2020-03-17,
EVT-HIRE-E00651,E00651,Hire,2025-02-24,
EVT-EXIT-E00651,E00651,Exit,2025-06-04,Retirement
EVT-HIRE-E00652,E00652,Hire,2021-09-19,
EVT-HIRE-E00653,E00653,Hire,2025-07-13,
EVT-HIRE-E00654,E00654,Hire,2024-01-04,
EVT-EXIT-E00654,E00654,Exit,2024-03-07,Resigned
EVT-HIRE-E00655,E00655,Hire,2024-05-12,
EVT-HIRE-E00656,E00656,Hire,2025-09-15,
EVT-HIRE-E00657,E00657,Hire,2020-09-05,
EVT-HIRE-E00658,E00658,Hire,2022-03-02,
EVT-HIRE-E00659,E00659,Hire,2025-08-03,
EVT-HIRE-E00660,E00660,Hire,2023-05-25,
EVT-HIRE-E00661,E00661,Hire,2021-08-15,
EVT-HIRE-E00662,E00662,Hire,2024-03-28,
EVT-HIRE-E00663,E00663,Hire,2020-11-14,
EVT-HIRE-E00664,E00664,Hire,2020-08-15,
EVT-HIRE-E00665,E00665,Hire,2021-02-28,
EVT-EXIT-E00665,E00665,Exit,2021-07-17,Resigned
EVT-HIRE-E00666,E00666,Hire,2022-08-28,
EVT-EXIT-E00666,E00666,Exit,2022-12-21,Resigned
EVT-HIRE-E00667,E00667,Hire,2022-04-17,
EVT-HIRE-E00668,E00668,Hire,2025-11-22,
EVT-HIRE-E00669,E00669,Hire,2022-01-29,
EVT-HIRE-E00670,E00670,Hire,2023-12-08,
EVT-HIRE-E00671,E00671,Hire,2023-05-26,
EVT-HIRE-E00672,E00672,Hire,2023-02-19,
EVT-HIRE-E00673,E00673,Hire,2020-12-11,
EVT-HIRE-E00674,E00674,Hire,2025-07-01,
EVT-EXIT-E00674,E00674,Exit,2025-09-24,Performance / Termination
EVT-HIRE-E00675,E00675,Hire,2020-02-13,
EVT-HIRE-E00676,E00676,Hire,2022-12-12,
EVT-EXIT-E00676,E00676,Exit,2023-04-15,Layoff
EVT-HIRE-E00677,E00677,Hire,2020-12-14,
EVT-HIRE-E00678,E00678,Hire,2020-08-29,
EVT-EXIT-E00678,E00678,Exit,2020-11-20,Resigned
EVT-HIRE-E00679,E00679,Hire,2020-01-07,
EVT-EXIT-E00679,E00679,Exit,2020-03-28,Performance / Termination
EVT-HIRE-E00680,E00680,Hire,2023-11-22,
EVT-HIRE-E00681,E00681,Hire,2022-07-05,
EVT-HIRE-E00682,E00682,Hire,2022-10-23,
EVT-HIRE-E00683,E00683,Hire,2023-01-23,
EVT-EXIT-E00683,E00683,Exit,2023-05-20,Relocation
EVT-HIRE-E00684,E00684,Hire,2023-08-16,
EVT-HIRE-E00685,E00685,Hire,2020-03-17,
EVT-HIRE-E00686,E00686,Hire,2023-01-24,
EVT-HIRE-E00687,E00687,Hire,2025-08-09,
EVT-HIRE-E00688,E00688,Hire,2025-09-28,
EVT-HIRE-E00689,E00689,Hire,2025-09-03,
EVT-HIRE-E00690,E00690,Hire,2020-01-16,
EVT-HIRE-E00691,E00691,Hire,2023-05-26,
EVT-HIRE-E00692,E00692,Hire,2022-12-23,
EVT-HIRE-E00693,E00693,Hire,2025-11-16,
EVT-EXIT-E00693,E00693,Exit,2025-12-01,Retirement
EVT-HIRE-E00694,E00694,Hire,2022-03-23,
EVT-HIRE-E00695,E00695,Hire,2023-07-17,
EVT-HIRE-E00696,E00696,Hire,2021-02-18,
EVT-HIRE-E00697,E00697,Hire,2024-04-20,
EVT-HIRE-E00698,E00698,Hire,2023-12-01,
EVT-EXIT-E00698,E00698,Exit,2024-03-02,Relocation
EVT-HIRE-E00699,E00699,Hire,2022-02-27,
EVT-EXIT-E00699,E00699,Exit,2022-04-06,Resigned
EVT-HIRE-E00700,E00700,Hire,2024-07-29,
EVT-HIRE-E00701,E00701,Hire,2022-01-03,
EVT-HIRE-E00702,E00702,Hire,2020-09-26,
EVT-EXIT-E00702,E00702,Exit,2021-02-05,Resigned
EVT-HIRE-E00703,E00703,Hire,2023-12-21,
EVT-HIRE-E00704,E00704,Hire,2022-05-24,
EVT-HIRE-E00705,E00705,Hire,2023-12-21,
EVT-HIRE-E00706,E00706,Hire,2020-06-28,
EVT-EXIT-E00706,E00706,Exit,2020-08-14,Resigned
EVT-HIRE-E00707,E00707,Hire,2025-04-11,
EVT-HIRE-E00708,E00708,Hire,2020-10-04,
EVT-HIRE-E00709,E00709,Hire,2023-12-14,
EVT-HIRE-E00710,E00710,Hire,2024-08-28,
EVT-HIRE-E00711,E00711,Hire,2024-02-05,
EVT-HIRE-E00712,E00712,Hire,2020-10-07,
EVT-EXIT-E00712,E00712,Exit,2020-11-14,Resigned
EVT-HIRE-E00713,E00713,Hire,2020-11-10,
EVT-HIRE-E00714,E00714,Hire,2023-12-04,
EVT-HIRE-E00715,E00715,Hire,2020-08-29,
EVT-EXIT-E00715,E00715,Exit,2020-10-27,Retirement
EVT-HIRE-E00716,E00716,Hire,2020-08-25,
EVT-HIRE-E00717,E00717,Hire,2020-01-20,
EVT-EXIT-E00717,E00717,Exit,2020-05-30,Retirement
EVT-HIRE-E00718,E00718,Hire,2022-07-30,
EVT-HIRE-E00719,E00719,Hire,2022-05-11,
EVT-EXIT-E00719,E00719,Exit,2022-08-11,Resigned
EVT-HIRE-E00720,E00720,Hire,2025-10-28,
EVT-HIRE-E00721,E00721,Hire,2022-12-25,
EVT-HIRE-E00722,E00722,Hire,2022-12-02,
EVT-HIRE-E00723,E00723,Hire,2020-12-04,
EVT-HIRE-E00724,E00724,Hire,2024-07-11,
EVT-EXIT-E00724,E00724,Exit,2024-10-11,Retirement
EVT-HIRE-E00725,E00725,Hire,2021-07-21,
EVT-HIRE-E00726,E00726,Hire,2022-06-22,
EVT-HIRE-E00727,E00727,Hire,2021-01-02,
EVT-HIRE-E00728,E00728,Hire,2022-07-05,
EVT-EXIT-E00728,E00728,Exit,2022-10-01,Relocation
EVT-HIRE-E00729,E00729,Hire,2023-05-21,
EVT-HIRE-E00730,E00730,Hire,2022-06-17,
EVT-HIRE-E00731,E00731,Hire,2023-06-29,
EVT-EXIT-E00731,E00731,Exit,2023-09-09,Retirement
EVT-HIRE-E00732,E00732,Hire,2022-01-14,
EVT-HIRE-E00733,E00733,Hire,2023-07-13,
EVT-HIRE-E00734,E00734,Hire,2024-06-25,
EVT-HIRE-E00735,E00735,Hire,2021-06-24,
EVT-HIRE-E00736,E00736,Hire,2020-08-05,
EVT-HIRE-E00737,E00737,Hire,2025-05-27,
EVT-HIRE-E00738,E00738,Hire,2020-06-03,
EVT-HIRE-E00739,E00739,Hire,2024-10-28,
EVT-EXIT-E00739,E00739,Exit,2025-02-05,Resigned
EVT-HIRE-E00740,E00740,Hire,2022-11-08,
EVT-HIRE-E00741,E00741,Hire,2021-08-16,
EVT-HIRE-E00742,E00742,Hire,2020-06-12,
EVT-HIRE-E00743,E00743,Hire,2023-01-15,
EVT-HIRE-E00744,E00744,Hire,2023-10-06,
EVT-HIRE-E00745,E00745,Hire,2022-03-17,
EVT-HIRE-E00746,E00746,Hire,2023-06-10,
EVT-HIRE-E00747,E00747,Hire,2024-05-31,
EVT-HIRE-E00748,E00748,Hire,2020-09-06,
EVT-HIRE-E00749,E00749,Hire,2023-03-21,
EVT-HIRE-E00750,E00750,Hire,2021-04-29,
EVT-HIRE-E00751,E00751,Hire,2025-12-18,
EVT-EXIT-E00751,E00751,Exit,2025-12-30,Resigned
EVT-HIRE-E00752,E00752,Hire,2022-03-26,
EVT-HIRE-E00753,E00753,Hire,2022-07-22,
EVT-HIRE-E00754,E00754,Hire,2023-12-22,
EVT-HIRE-E00755,E00755,Hire,2025-03-04,
EVT-HIRE-E00756,E00756,Hire,2021-05-22,
EVT-HIRE-E00757,E00757,Hire,2024-10-22,
EVT-HIRE-E00758,E00758,Hire,2023-10-05,
EVT-HIRE-E00759,E00759,Hire,2025-08-02,
EVT-HIRE-E00760,E00760,Hire,2023-10-29,
EVT-HIRE-E00761,E00761,Hire,2024-06-10,
EVT-HIRE-E00762,E00762,Hire,2022-05-23,
EVT-HIRE-E00763,E00763,Hire,2022-03-07,
EVT-HIRE-E00764,E00764,Hire,2024-12-19,
EVT-HIRE-E00765,E00765,Hire,2025-09-05,
EVT-HIRE-E00766,E00766,Hire,2022-04-02,
EVT-HIRE-E00767,E00767,Hire,2022-09-17,
EVT-HIRE-E00768,E00768,Hire,2024-12-06,
EVT-EXIT-E00768,E00768,Exit,2025-02-07,Resigned
EVT-HIRE-E00769,E00769,Hire,2021-08-24,
EVT-HIRE-E00770,E00770,Hire,2023-12-07,
EVT-EXIT-E00770,E00770,Exit,2024-01-17,Resigned
EVT-HIRE-E00771,E00771,Hire,2024-06-19,
EVT-HIRE-E00772,E00772,Hire,2025-09-15,
EVT-HIRE-E00773,E00773,Hire,2022-05-05,
EVT-HIRE-E00774,E00774,Hire,2024-06-01,
EVT-HIRE-E00775,E00775,Hire,2020-09-10,
EVT-HIRE-E00776,E00776,Hire,2020-05-04,
EVT-EXIT-E00776,E00776,Exit,2020-08-08,Resigned
EVT-HIRE-E00777,E00777,Hire,2024-11-24,
EVT-HIRE-E00778,E00778,Hire,2024-07-28,
EVT-HIRE-E00779,E00779,Hire,2022-04-02,
