EmployeeID,SalaryAnnual,BonusPct,PerformanceRating,SatisfactionScore,SalaryBand
E00654,70000,5,2,6,Mid (60-100k)
E00655,71000,10,2,1,Mid (60-100k)
E00656,72500,0,2,5,Mid (60-100k)
E00657,93000,0,4,10,Mid (60-100k)
E00658,100500,0,3,6,High (100k+)
E00659,167500,15,3,5,High (100k+)
E00660,247500,20,3,3,High (100k+)
E00661,115500,0,5,6,High (100k+)
E00662,98000,10,3,5,Mid (60-100k)
E00663,104000,0,3,6,High (100k+)
E00664,91500,10,5,6,Mid (60-100k)
E00665,81500,0,3,9,Mid (60-100k)
E00666,112500,10,3,7,High (100k+)
E00667,75500,5,3,8,Mid (60-100k)
E00668,65000,0,4,5,Mid (60-100k)
E00669,80500,15,5,9,Mid (60-100k)
E00670,113500,15,5,3,High (100k+)
E00671,66500,0,4,4,Mid (60-100k)
E00672,107000,20,4,7,High (100k+)
E00673,80000,5,5,2,Mid (60-100k)
E00674,45500,5,2,4,Low (<60k)
E00675,110500,0,5,6,High (100k+)
E00676,92500,0,4,5,Mid (60-100k)
E00677,187000,15,4,8,High (100k+)
E00678,70000,0,4,5,Mid (60-100k)
E00679,119000,0,5,5,High (100k+)
E00680,81000,0,1,5,Mid (60-100k)
E00681,186500,0,4,9,High (100k+)
E00682,205000,0,4,7,High (100k+)
E00683,104500,15,4,7,High (100k+)
E00684,110500,5,3,3,High (100k+)
E00685,105000,5,4,6,High (100k+)
E00686,131000,5,4,5,High (100k+)
E00687,136500,5,3,4,High (100k+)
E00688,51000,10,3,6,Low (<60k)
E00689,156500,0,5,10,High (100k+)
E00690,110000,5,2,7,High (100k+)
E00691,180500,5,3,7,High (100k+)
E00692,100000,0,3,7,High (100k+)
E00693,79500,5,3,3,Mid (60-100k)
E00694,122000,5,3,7,High (100k+)
E00695,75500,10,4,4,Mid (60-100k)
E00696,68000,5,3,8,Mid (60-100k)
E00697,73500,15,4,3,Mid (60-100k)
E00698,93000,10,4,7,Mid (60-100k)
E00699,87500,10,3,7,Mid (60-100k)
E00700,102000,0,4,4,High (100k+)
E00701,157000,0,4,7,High (100k+)
E00702,202000,10,4,7,High (100k+)
E00703,77500,10,3,5,Mid (60-100k)
E00704,190000,5,4,3,High (100k+)
E00705,101000,5,4,8,High (100k+)
E00706,77500,5,3,4,Mid (60-100k)
E00707,121500,0,2,5,High (100k+)
E00708,120000,10,3,4,High (100k+)
E00709,81500,0,5,6,Mid (60-100k)
E00710,80000,0,5,5,Mid (60-100k)
E00711,88000,5,3,4,Mid (60-100k)
E00712,99000,0,2,5,Mid (60-100k)
E00713,147000,10,3,6,High (100k+)
E00714,90500,10,5,5,Mid (60-100k)
E00715,94000,0,3,3,Mid (60-100k)
E00716,59500,10,4,4,Low (<60k)
E00717,133000,5,3,9,High (100k+)
E00718,99500,0,3,4,Mid (60-100k)
E00719,167500,15,5,3,High (100k+)
E00720,178500,5,3,6,High (100k+)
E00721,66000,5,5,5,Mid (60-100k)
E00722,169500,5,4,6,High (100k+)
E00723,146000,0,4,7,High (100k+)
E00724,75500,15,4,9,Mid (60-100k)
E00725,82000,10,3,7,Mid (60-100k)
E00726,68000,0,3,6,Mid (60-100k)
E00727,92500,0,4,8,Mid (60-100k)
E00728,92500,0,4,4,Mid (60-100k)
E00729,117500,0,3,7,High (100k+)
E00730,74500,0,4,3,Mid (60-100k)
E00731,67500,0,4,7,Mid (60-100k)
E00732,113000,15,3,4,High (100k+)
E00733,151000,5,4,5,High (100k+)
E00734,128000,0,4,1,High (100k+)
E00735,74000,5,4,5,Mid (60-100k)
E00736,58000,5,4,5,Low (<60k)
E00737,96500,15,3,5,Mid (60-100k)
E00738,81500,0,3,8,Mid (60-100k)
E00739,94000,5,4,7,Mid (60-100k)
E00740,71000,0,4,6,Mid (60-100k)
E00741,132500,0,5,6,High (100k+)
E00742,98000,0,4,1,Mid (60-100k)
E00743,136000,10,5,3,High (100k+)
E00744,88000,5,4,6,Mid (60-100k)
E00745,120000,10,4,7,High (100k+)
E00746,101500,5,5,4,High (100k+)
E00747,51500,0,4,5,Low (<60k)
E00748,78500,0,3,6,Mid (60-100k)
E00749,70000,0,4,10,Mid (60-100k)
E00750,96500,10,4,4,Mid (60-100k)
E00751,156000,15,3,3,High (100k+)
E00752,150000,10,4,6,High (100k+)
E00753,153500,0,3,7,High (100k+)
E00754,82000,15,3,7,Mid (60-100k)
E00755,99000,10,3,6,Mid (60-100k)
E00756,96500,10,4,8,Mid (60-100k)
E00757,149000,5,2,6,High (100k+)
E00758,116000,5,4,5,High (100k+)
E00759,109000,10,5,4,High (100k+)
E00760,117500,15,2,5,High (100k+)
E00761,59500,0,3,3,Low (<60k)
E00762,108000,20,3,4,High (100k+)
E00763,80000,0,3,3,Mid (60-100k)
E00764,54500,5,3,8,Low (<60k)
E00765,84000,5,3,7,Mid (60-100k)
E00766,145500,10,3,6,High (100k+)
E00767,75000,0,2,10,Mid (60-100k)
E00768,76500,0,4,8,Mid (60-100k)
E00769,127500,0,4,7,High (100k+)
E00770,72500,5,3,6,Mid (60-100k)
E00771,180000,10,5,4,High (100k+)
E00772,82000,10,4,6,Mid (60-100k)
E00773,104000,0,4,5,High (100k+)
E00774,47000,0,4,6,Low (<60k)
E00775,153000,5,3,8,High (100k+)
E00776,105500,0,5,6,High (100k+)
E00777,120500,5,3,5,High (100k+)
E00778,103000,5,3,6,High (100k+)
E00779,94000,0,3,6,Mid (60-100k)
E00780,130000,0,5,4,High (100k+)
E00781,142500,0,4,5,High (100k+)
E00782,90500,5,4,8,Mid (60-100k)
E00783,80000,5,4,1,Mid (60-100k)
E00784,87000,5,3,6,Mid (60-100k)
E00785,105000,10,4,8,High (100k+)
E00786,87500,5,3,6,Mid (60-100k)
E00787,101500,0,5,3,High (100k+)
E00788,44000,5,4,5,Low (<60k)
E00789,46000,0,3,6,Low (<60k)
E00790,72000,5,2,6,Mid (60-100k)
E00791,68000,5,5,4,Mid (60-100k)
E00792,93500,0,3,9,Mid (60-100k)
E00793,67000,15,2,7,Mid (60-100k)
E00794,80500,5,5,7,Mid (60-100k)
E00795,165000,15,3,6,High (100k+)
E00796,130000,0,4,6,High (100k+)
E00797,144500,0,3,5,High (100k+)
E00798,119000,0,3,6,High (100k+)
E00799,126500,10,5,9,High (100k+)
E00800,58500,15,4,4,Low (<60k)
E00801,90000,0,5,6,Mid (60-100k)
E00802,111500,10,3,4,High (100k+)
E00803,117500,20,2,6,High (100k+)
E00804,71000,0,3,6,Mid (60-100k)
E00805,168000,0,3,9,High (100k+)
E00806,128500,0,5,4,High (100k+)
E00807,70500,0,3,5,Mid (60-100k)
E00808,73000,0,3,6,Mid (60-100k)
E00809,61000,0,3,5,Mid (60-100k)
E00810,57500,15,3,5,Low (<60k)
E00811,78500,5,3,5,Mid (60-100k)
E00812,205000,10,2,9,High (100k+)
E00813,246500,20,3,7,High (100k+)
E00814,129500,0,5,8,High (100k+)
E00815,106500,10,5,4,High (100k+)
E00816,66500,0,5,5,Mid (60-100k)
E00817,147000,0,3,2,High (100k+)
E00818,104000,15,4,8,High (100k+)
E00819,95000,5,5,5,Mid (60-100k)
E00820,115000,0,4,6,High (100k+)
E00821,71000,20,4,5,Mid (60-100k)
E00822,113000,20,3,9,High (100k+)
E00823,76500,5,2,5,Mid (60-100k)
E00824,156000,0,4,7,High (100k+)
E00825,76500,15,2,2,Mid (60-100k)
E00826,257000,15,5,3,High (100k+)
E00827,132500,10,5,8,High (100k+)
E00828,99500,5,2,3,Mid (60-100k)
E00829,132000,0,5,5,High (100k+)
E00830,77500,0,4,6,Mid (60-100k)
E00831,120500,5,3,4,High (100k+)
E00832,145000,10,3,4,High (100k+)
E00833,106500,0,5,7,High (100k+)
E00834,193500,10,4,6,High (100k+)
E00835,89500,0,2,5,Mid (60-100k)
E00836,80000,0,5,8,Mid (60-100k)
E00837,192000,20,4,6,High (100k+)
E00838,100500,20,4,6,High (100k+)
E00839,182000,5,5,10,High (100k+)
E00840,72000,10,3,3,Mid (60-100k)
E00841,120000,10,5,1,High (100k+)
E00842,238000,10,5,6,High (100k+)
E00843,165500,0,3,6,High (100k+)
E00844,74000,20,4,2,Mid (60-100k)
E00845,110500,0,3,6,High (100k+)
E00846,122000,0,4,6,High (100k+)
E00847,78000,0,3,6,Mid (60-100k)
E00848,76500,0,4,7,Mid (60-100k)
E00849,106500,0,4,6,High (100k+)
E00850,116500,15,5,6,High (100k+)
E00851,75000,10,3,8,Mid (60-100k)
E00852,164000,10,3,5,High (100k+)
E00853,78500,15,5,4,Mid (60-100k)
E00854,108500,10,2,6,High (100k+)
E00855,111500,5,3,6,High (100k+)
E00856,74000,10,4,5,Mid (60-100k)
E00857,88500,5,4,6,Mid (60-100k)
E00858,113000,5,4,7,High (100k+)
E00859,126000,10,4,5,High (100k+)
E00860,56000,10,4,6,Low (<60k)
E00861,105000,5,3,2,High (100k+)
E00862,155500,0,4,4,High (100k+)
E00863,73000,0,3,5,Mid (60-100k)
E00864,177500,0,4,6,High (100k+)
E00865,85000,0,5,7,Mid (60-100k)
E00866,120500,0,3,6,High (100k+)
E00867,86500,10,4,6,Mid (60-100k)
E00868,182500,0,3,5,High (100k+)
E00869,82500,0,5,6,Mid (60-100k)
E00870,129500,5,4,5,High (100k+)
E00871,143500,0,4,5,High (100k+)
E00872,122000,0,5,5,High (100k+)
E00873,83000,15,3,8,Mid (60-100k)
E00874,97500,0,2,5,Mid (60-100k)
E00875,157500,10,3,8,High (100k+)
E00876,145000,0,2,4,High (100k+)
E00877,115000,20,3,7,High (100k+)
E00878,88500,10,5,6,Mid (60-100k)
E00879,157000,0,3,6,High (100k+)
E00880,103500,0,3,6,High (100k+)
E00881,195000,5,5,5,High (100k+)
E00882,60500,5,4,8,Mid (60-100k)
E00883,99000,5,4,4,Mid (60-100k)
E00884,83000,5,5,4,Mid (60-100k)
E00885,93000,0,5,4,Mid (60-100k)
E00886,112000,0,3,9,High (100k+)
E00887,144500,0,4,8,High (100k+)
E00888,61500,5,5,5,Mid (60-100k)
E00889,121000,15,3,5,High (100k+)
E00890,104000,10,3,5,High (100k+)
E00891,150500,0,5,5,High (100k+)
E00892,79000,20,4,7,Mid (60-100k)
E00893,130500,0,4,6,High (100k+)
E00894,112500,10,4,10,High (100k+)
E00895,82000,0,5,8,Mid (60-100k)
E00896,113000,0,4,6,High (100k+)
E00897,46500,15,4,5,Low (<60k)
E00898,199000,15,3,3,High (100k+)
E00899,69000,15,3,6,Mid (60-100k)
E00900,111500,0,4,8,High (100k+)
E00901,68000,0,5,5,Mid (60-100k)
E00902,83000,0,5,7,Mid (60-100k)
E00903,156500,15,3,4,High (100k+)
E00904,154500,0,1,3,High (100k+)
E00905,51000,0,4,6,Low (<60k)
E00906,63000,0,5,3,Mid (60-100k)
E00907,145500,5,4,6,High (100k+)
E00908,161000,15,4,6,High (100k+)
E00909,77000,5,3,9,Mid (60-100k)
E00910,160500,5,4,7,High (100k+)
E00911,179000,0,3,5,High (100k+)
E00912,79000,0,3,8,Mid (60-100k)
E00913,136500,10,4,7,High (100k+)
E00914,164000,5,4,6,High (100k+)
E00915,63000,15,3,9,Mid (60-100k)
E00916,168500,10,4,5,High (100k+)
E00917,134000,0,4,9,High (100k+)
E00918,106500,5,5,6,High (100k+)
E00919,150000,0,4,3,High (100k+)
E00920,183000,10,4,6,High (100k+)
E00921,180500,5,5,5,High (100k+)
E00922,81000,10,3,5,Mid (60-100k)
E00923,165000,5,5,6,High (100k+)
E00924,117500,20,4,4,High (100k+)
E00925,112000,5,2,7,High (100k+)
E00926,65500,0,4,5,Mid (60-100k)
E00927,120500,5,3,6,High (100k+)
E00928,57500,0,3,7,Low (<60k)
E00929,95500,15,3,7,Mid (60-100k)
E00930,64500,15,4,6,Mid (60-100k)
E00931,83500,10,5,7,Mid (60-100k)
E00932,147500,0,3,9,High (100k+)
E00933,93000,0,2,8,Mid (60-100k)
E00934,129000,10,2,5,High (100k+)
E00935,71000,5,3,8,Mid (60-100k)
E00936,55000,0,4,7,Low (<60k)
E00937,162500,0,5,6,High (100k+)
E00938,72000,20,3,4,Mid (60-100k)
E00939,132500,10,2,7,High (100k+)
E00940,61000,5,4,4,Mid (60-100k)
E00941,140000,10,3,6,High (100k+)
E00942,122000,0,2,7,High (100k+)
E00943,110500,0,3,8,High (100k+)
E00944,244500,5,2,9,High (100k+)
E00945,129500,5,4,3,High (100k+)
E00946,59000,5,4,7,Low (<60k)
E00947,162000,15,5,8,High (100k+)
E00948,116000,5,3,6,High (100k+)
E00949,68000,0,4,4,Mid (60-100k)
E00950,157000,0,4,6,High (100k+)
E00951,105000,5,4,4,High (100k+)
E00952,63500,10,5,5,Mid (60-100k)
E00953,176500,5,3,6,High (100k+)
E00954,66500,0,4,7,Mid (60-100k)
E00955,69500,5,1,6,Mid (60-100k)
E00956,166000,5,2,5,High (100k+)
E00957,88500,5,4,8,Mid (60-100k)
E00958,151000,10,4,6,High (100k+)
E00959,52000,0,4,6,Low (<60k)
E00960,94500,5,3,6,Mid (60-100k)
E00961,82500,5,3,8,Mid (60-100k)
E00962,112500,0,4,7,High (100k+)
E00963,86500,0,1,7,Mid (60-100k)
E00964,135500,0,3,3,High (100k+)
E00965,97000,10,3,9,Mid (60-100k)
E00966,91500,0,3,1,Mid (60-100k)
E00967,51000,0,2,9,Low (<60k)
E00968,92000,0,3,5,Mid (60-100k)
E00969,165500,5,2,8,High (100k+)
E00970,105000,0,5,6,High (100k+)
E00971,91000,0,4,6,Mid (60-100k)
E00972,78500,15,5,4,Mid (60-100k)
E00973,136500,5,3,7,High (100k+)
E00974,257000,0,4,8,High (100k+)
E00975,130000,0,4,7,High (100k+)
E00976,102500,20,3,8,High (100k+)
E00977,76500,0,3,2,Mid (60-100k)
E00978,60500,15,3,7,Mid (60-100k)
E00979,74500,0,4,7,Mid (60-100k)
E00980,146000,10,4,6,High (100k+)
E00981,157000,10,2,6,High (100k+)
E00982,136000,0,3,8,High (100k+)
E00983,138500,5,5,6,High (100k+)
E00984,110000,10,2,8,High (100k+)
E00985,184500,0,4,6,High (100k+)
E00986,76000,5,3,6,Mid (60-100k)
E00987,101000,0,2,6,High (100k+)
E00988,110500,10,5,6,High (100k+)
E00989,100000,10,4,5,High (100k+)
E00990,93000,10,4,6,Mid (60-100k)
E00991,175500,5,5,7,High (100k+)
E00992,82000,10,4,1,Mid (60-100k)
E00993,106500,20,4,7,High (100k+)
E00994,87500,0,3,2,Mid (60-100k)
E00995,135500,5,3,6,High (100k+)
E00996,83500,0,3,6,Mid (60-100k)
E00997,79500,10,4,7,Mid (60-100k)
E00998,160000,10,5,7,High (100k+)
E00999,174000,10,5,7,High (100k+)
E01000,188000,5,4,6,High (100k+)
E01001,75000,0,4,3,Mid (60-100k)
E01002,81000,0,4,7,Mid (60-100k)
E01003,110500,5,4,4,High (100k+)
E01004,81000,20,4,9,Mid (60-100k)
E01005,148500,0,3,2,High (100k+)
E01006,147500,0,4,6,High (100k+)
E01007,108000,10,3,3,High (100k+)
E01008,78500,10,3,5,Mid (60-100k)
E01009,165500,15,4,5,High (100k+)
E01010,80500,5,3,6,Mid (60-100k)
E01011,71000,5,5,10,Mid (60-100k)
E01012,90500,15,5,6,Mid (60-100k)
E01013,210500,0,4,7,High (100k+)
E01014,84000,5,3,4,Mid (60-100k)
E01015,61000,0,4,4,Mid (60-100k)
E01016,218000,5,1,7,High (100k+)
E01017,139000,15,2,5,High (100k+)
E01018,159000,10,4,5,High (100k+)
E01019,124000,15,3,4,High (100k+)
E01020,106500,0,5,6,High (100k+)
E01021,142500,0,4,6,High (100k+)
E01022,121500,0,4,5,High (100k+)
E01023,139500,10,3,6,High (100k+)
E01024,88500,5,4,9,Mid (60-100k)
E01025,125500,15,3,6,High (100k+)
E01026,63000,0,4,8,Mid (60-100k)
E01027,184500,15,3,8,High (100k+)
E01028,155500,10,4,6,High (100k+)
E01029,60000,0,3,5,Mid (60-100k)
E01030,158500,10,3,3,High (100k+)
E01031,66000,0,4,5,Mid (60-100k)
E01032,109000,10,4,5,High (100k+)
E01033,87500,0,2,4,Mid (60-100k)
E01034,170000,15,3,6,High (100k+)
E01035,73500,0,3,6,Mid (60-100k)
E01036,73000,5,4,6,Mid (60-100k)
E01037,135000,5,5,7,High (100k+)
E01038,98000,20,3,10,Mid (60-100k)
E01039,85500,5,3,5,Mid (60-100k)
E01040,87500,15,3,6,Mid (60-100k)
E01041,94000,10,3,8,Mid (60-100k)
E01042,98000,0,5,7,Mid (60-100k)
E01043,64000,0,3,9,Mid (60-100k)
E01044,58500,0,4,6,Low (<60k)
E01045,116000,0,3,4,High (100k+)
E01046,65000,5,3,6,Mid (60-100k)
E01047,80000,0,3,5,Mid (60-100k)
E01048,65000,0,4,6,Mid (60-100k)
E01049,100000,15,3,7,High (100k+)
E01050,100500,10,4,7,High (100k+)
E01051,189000,5,4,6,High (100k+)
E01052,158000,0,5,7,High (100k+)
E01053,164500,0,2,4,High (100k+)
E01054,110500,0,5,8,High (100k+)
E01055,141500,0,4,6,High (100k+)
E01056,118000,0,5,8,High (100k+)
E01057,91500,10,4,6,Mid (60-100k)
E01058,125500,10,4,6,High (100k+)
E01059,112500,0,3,5,High (100k+)
E01060,101500,20,4,6,High (100k+)
E01061,99500,15,4,6,Mid (60-100k)
E01062,63000,10,4,5,Mid (60-100k)
E01063,112000,10,3,7,High (100k+)
E01064,53000,0,5,6,Low (<60k)
E01065,87000,5,3,6,Mid (60-100k)
E01066,86500,10,5,6,Mid (60-100k)
E01067,108000,5,4,5,High (100k+)
E01068,96500,0,4,8,Mid (60-100k)
E01069,252500,0,4,6,High (100k+)
E01070,75000,15,5,8,Mid (60-100k)
E01071,58000,10,5,6,Low (<60k)
E01072,96000,5,5,9,Mid (60-100k)
E01073,160000,0,3,5,High (100k+)
E01074,58500,10,4,10,Low (<60k)
E01075,181500,5,5,5,High (100k+)
E01076,62500,10,4,7,Mid (60-100k)
E01077,124000,5,3,9,High (100k+)
E01078,96500,5,3,6,Mid (60-100k)
E01079,116500,5,4,4,High (100k+)
E01080,130500,5,4,5,High (100k+)
E01081,77500,0,5,9,Mid (60-100k)
E01082,132500,0,4,6,High (100k+)
E01083,111500,5,5,5,High (100k+)
E01084,122500,15,3,4,High (100k+)
E01085,98500,0,4,4,Mid (60-100k)
E01086,108500,15,5,6,High (100k+)
E01087,52500,0,3,6,Low (<60k)
E01088,90000,0,3,4,Mid (60-100k)
E01089,126500,5,3,7,High (100k+)
E01090,242500,5,5,6,High (100k+)
E01091,137000,15,4,10,High (100k+)
E01092,74000,0,3,6,Mid (60-100k)
E01093,137000,0,4,6,High (100k+)
E01094,96500,5,3,5,Mid (60-100k)
E01095,216500,0,4,5,High (100k+)
E01096,166000,5,5,8,High (100k+)
E01097,147500,0,5,2,High (100k+)
E01098,106000,15,3,6,High (100k+)
E01099,57500,0,3,5,Low (<60k)
E01100,82000,15,4,9,Mid (60-100k)
E01101,95000,0,3,3,Mid (60-100k)
E01102,114000,0,5,6,High (100k+)
E01103,80500,0,3,3,Mid (60-100k)
E01104,69000,20,4,10,Mid (60-100k)
E01105,56500,0,2,7,Low (<60k)
E01106,110500,5,2,3,High (100k+)
E01107,96500,0,4,8,Mid (60-100k)
E01108,88500,20,5,6,Mid (60-100k)
E01109,153000,0,3,6,High (100k+)
E01110,120000,10,4,7,High (100k+)
E01111,85500,5,4,6,Mid (60-100k)
E01112,127500,5,4,4,High (100k+)
E01113,160500,20,2,3,High (100k+)
E01114,85000,5,3,6,Mid (60-100k)
E01115,113500,0,3,7,High (100k+)
E01116,94500,0,5,9,Mid (60-100k)
E01117,138500,10,3,6,High (100k+)
E01118,183000,5,3,9,High (100k+)
E01119,246500,0,4,9,High (100k+)
E01120,49500,5,4,6,Low (<60k)
E01121,183500,0,3,5,High (100k+)
E01122,185500,0,3,6,High (100k+)
E01123,158000,15,3,8,High (100k+)
E01124,112500,0,4,10,High (100k+)
E01125,89000,0,5,5,Mid (60-100k)
E01126,111500,10,5,5,High (100k+)
E01127,137500,15,3,7,High (100k+)
E01128,104500,0,4,4,High (100k+)
E01129,89000,10,3,9,Mid (60-100k)
E01130,91500,0,3,5,Mid (60-100k)
E01131,49500,0,3,7,Low (<60k)
E01132,114500,5,5,6,High (100k+)
E01133,146000,0,2,7,High (100k+)
E01134,65500,0,2,4,Mid (60-100k)
E01135,74000,10,4,5,Mid (60-100k)
E01136,49500,10,4,5,Low (<60k)
E01137,78500,5,5,9,Mid (60-100k)
E01138,123500,5,3,6,High (100k+)
E01139,138500,0,2,6,High (100k+)
E01140,116000,20,3,8,High (100k+)
E01141,135000,5,5,3,High (100k+)
E01142,70500,5,1,7,Mid (60-100k)
E01143,133500,20,1,3,High (100k+)
E01144,84500,20,3,5,Mid (60-100k)
E01145,65500,5,5,9,Mid (60-100k)
E01146,135000,0,3,8,High (100k+)
E01147,128500,5,3,4,High (100k+)
E01148,112000,5,5,6,High (100k+)
E01149,100500,10,5,7,High (100k+)
E01150,153000,0,1,8,High (100k+)
E01151,226500,5,3,7,High (100k+)
E01152,103000,5,2,6,High (100k+)
E01153,100000,5,4,4,High (100k+)
E01154,60500,10,1,6,Mid (60-100k)
E01155,227000,0,3,8,High (100k+)
E01156,109000,0,2,7,High (100k+)
E01157,100500,20,4,6,High (100k+)
E01158,135000,15,2,9,High (100k+)
E01159,182000,5,4,6,High (100k+)
E01160,116000,10,5,6,High (100k+)
E01161,187000,0,4,6,High (100k+)
E01162,91500,0,4,7,Mid (60-100k)
E01163,171500,0,4,7,High (100k+)
E01164,188000,0,3,8,High (100k+)
E01165,100000,20,3,6,High (100k+)
E01166,91000,15,4,8,Mid (60-100k)
E01167,63000,10,5,6,Mid (60-100k)
E01168,200500,10,4,6,High (100k+)
E01169,119000,0,4,5,High (100k+)
E01170,152500,10,3,5,High (100k+)
E01171,91000,5,4,8,Mid (60-100k)
E01172,124000,5,3,3,High (100k+)
E01173,119500,0,4,3,High (100k+)
E01174,114500,15,4,4,High (100k+)
E01175,131500,5,4,6,High (100k+)
E01176,81000,15,3,7,Mid (60-100k)
E01177,103500,10,3,2,High (100k+)
E01178,95500,10,4,6,Mid (60-100k)
E01179,123000,10,4,6,High (100k+)
E01180,102500,10,5,3,High (100k+)
E01181,151000,5,5,8,High (100k+)
E01182,119000,10,4,2,High (100k+)
E01183,159000,0,4,8,High (100k+)
E01184,87500,5,4,7,Mid (60-100k)
E01185,84500,10,4,3,Mid (60-100k)
E01186,82000,0,3,7,Mid (60-100k)
E01187,114000,10,4,8,High (100k+)
E01188,192500,10,3,5,High (100k+)
E01189,116000,0,3,6,High (100k+)
E01190,144500,0,5,5,High (100k+)
E01191,161000,0,4,5,High (100k+)
E01192,69500,10,3,4,Mid (60-100k)
E01193,87000,0,3,10,Mid (60-100k)
E01194,133500,5,1,5,High (100k+)
E01195,70000,0,3,5,Mid (60-100k)
E01196,143000,10,1,10,High (100k+)
E01197,95500,15,3,4,Mid (60-100k)
E01198,65000,0,5,7,Mid (60-100k)
E01199,106000,5,3,5,High (100k+)
E01200,76000,10,5,6,Mid (60-100k)
E01201,113000,0,3,4,High (100k+)
E01202,126500,0,3,8,High (100k+)
E01203,62000,0,2,3,Mid (60-100k)
E01204,89000,0,3,3,Mid (60-100k)
E01205,119500,0,1,6,High (100k+)
E01206,88000,10,4,7,Mid (60-100k)
E01207,178500,0,4,7,High (100k+)
E01208,82500,10,3,5,Mid (60-100k)
E01209,177500,0,2,8,High (100k+)
E01210,139500,5,4,4,High (100k+)
E01211,89500,0,4,5,Mid (60-100k)
E01212,67000,0,3,9,Mid (60-100k)
E01213,150000,0,4,7,High (100k+)
E01214,113000,0,3,6,High (100k+)
E01215,109000,5,3,6,High (100k+)
E01216,84500,0,4,6,Mid (60-100k)
E01217,92500,0,5,6,Mid (60-100k)
E01218,91000,10,3,2,Mid (60-100k)
E01219,131500,0,2,8,High (100k+)
E01220,119000,10,2,7,High (100k+)
E01221,145500,15,5,5,High (100k+)
E01222,96500,5,4,4,Mid (60-100k)
E01223,178500,5,4,6,High (100k+)
E01224,200000,10,4,8,High (100k+)
E01225,108500,10,3,4,High (100k+)
E01226,156000,5,4,4,High (100k+)
E01227,114500,5,5,5,High (100k+)
E01228,230000,0,5,5,High (100k+)
E01229,124000,5,4,3,High (100k+)
E01230,306000,5,4,8,High (100k+)
E01231,149000,0,4,8,High (100k+)
E01232,68500,0,4,4,Mid (60-100k)
E01233,105000,0,4,7,High (100k+)
E01234,91000,5,5,7,Mid (60-100k)
E01235,128000,0,4,7,High (100k+)
E01236,84500,10,4,6,Mid (60-100k)
E01237,53500,10,4,4,Low (<60k)
E01238,152500,10,4,3,High (100k+)
E01239,144500,5,4,6,High (100k+)
E01240,124500,10,3,3,High (100k+)
E01241,87500,0,5,8,Mid (60-100k)
E01242,212500,0,3,6,High (100k+)
E01243,80000,0,5,7,Mid (60-100k)
E01244,62000,0,3,4,Mid (60-100k)
E01245,60000,5,4,6,Mid (60-100k)
E01246,97000,10,3,6,Mid (60-100k)
E01247,95500,0,2,5,Mid (60-100k)
E01248,57000,0,4,8,Low (<60k)
E01249,106000,10,3,8,High (100k+)
E01250,167500,0,4,6,High (100k+)
E01251,92500,5,5,4,Mid (60-100k)
E01252,65500,20,4,5,Mid (60-100k)
E01253,74000,10,3,7,Mid (60-100k)
E01254,96000,5,3,10,Mid (60-100k)
E01255,79000,5,2,6,Mid (60-100k)
E01256,83000,0,2,7,Mid (60-100k)
E01257,107500,5,3,6,High (100k+)
E01258,180000,0,4,5,High (100k+)
E01259,89000,5,4,5,Mid (60-100k)
E01260,75000,0,4,8,Mid (60-100k)
E01261,87500,10,1,3,Mid (60-100k)
E01262,104000,5,1,5,High (100k+)
E01263,69500,5,2,6,Mid (60-100k)
E01264,66000,0,3,5,Mid (60-100k)
E01265,96000,0,5,9,Mid (60-100k)
E01266,130000,10,4,8,High (100k+)
E01267,83500,5,3,4,Mid (60-100k)
E01268,127000,5,5,6,High (100k+)
E01269,66500,0,2,7,Mid (60-100k)
E01270,52500,15,3,4,Low (<60k)
E01271,129000,15,4,4,High (100k+)
E01272,168500,10,5,6,High (100k+)
E01273,66500,0,4,5,Mid (60-100k)
E01274,128500,0,3,10,High (100k+)
E01275,69500,15,3,7,Mid (60-100k)
E01276,120500,0,4,10,High (100k+)
E01277,192500,10,3,5,High (100k+)
E01278,61500,10,3,3,Mid (60-100k)
E01279,156500,0,4,7,High (100k+)
E01280,89500,0,4,5,Mid (60-100k)
E01281,57500,0,5,6,Low (<60k)
E01282,85000,10,4,3,Mid (60-100k)
E01283,128500,5,3,6,High (100k+)
E01284,69000,10,3,7,Mid (60-100k)
E01285,148000,15,3,9,High (100k+)
E01286,113500,10,5,7,High (100k+)
E01287,100500,0,3,7,High (100k+)
E01288,79500,5,3,8,Mid (60-100k)
E01289,112000,0,5,7,High (100k+)
E01290,58500,10,3,9,Low (<60k)
E01291,210500,15,4,7,High (100k+)
E01292,53500,0,2,6,Low (<60k)
E01293,92500,0,5,7,Mid (60-100k)
E01294,243000,5,3,10,High (100k+)
E01295,138000,5,4,6,High (100k+)
E01296,168000,20,3,7,High (100k+)
E01297,111000,15,4,4,High (100k+)
E01298,116000,0,4,8,High (100k+)
E01299,141000,0,5,10,High (100k+)
E01300,57000,10,4,5,Low (<60k)
E01301,92000,0,3,9,Mid (60-100k)
E01302,82500,0,5,10,Mid (60-100k)
E01303,84000,5,5,5,Mid (60-100k)
E01304,125000,0,3,5,High (100k+)
E01305,41000,0,3,7,Low (<60k)
E01306,71000,5,4,10,Mid (60-100k)
E01307,111500,10,3,7,High (100k+)
E01308,158500,5,3,5,High (100k+)
E01309,118000,10,5,6,High (100k+)
