EmployeeID,Gender,Age,MaritalStatus,Education,Department,JobRole,JobLevel,OfficeLocation,EmploymentType,HireDate,ExitDate,IsActive,ExitReason,SalaryAnnual,BonusPct,PerformanceRating,SatisfactionScore,TenureMonths,AbsenteeDays
E01305,Male,33,Married,PhD,Customer Support,Support Agent,1,Hyderabad,Full-Time,2020-03-07,,True,,41000,0,3,7,70,17
E01659,Male,37,Married,High School,Executive,COO,7,Bengaluru,Full-Time,2025-03-25,,True,,292000,20,5,3,9,5
E00553,Female,35,Married,Master,Operations,Logistics Coordinator,2,Chennai,Full-Time,2025-11-04,,True,,83500,10,5,8,1,11
E00092,Male,42,Married,PhD,Sales,Account Executive,7,Bengaluru,Full-Time,2022-07-12,,True,,154500,0,5,7,42,6
E02368,Female,36,Married,PhD,Operations,Quality Analyst,6,Remote,Full-Time,2022-03-15,,True,,96500,0,3,5,46,15
E00588,Female,29,Single,Diploma,Customer Support,Escalation Specialist,1,Delhi,Full-Time,2024-05-05,,True,,65000,0,4,6,20,5
E01202,Female,31,Single,Bachelor,Sales,Account Executive,3,Chennai,Full-Time,2024-11-23,,True,,126500,0,3,8,13,8
E02314,Male,250,Single,Bachelor,IT,IT Support,5,Mumbai,Contract,2020-09-21,,True,,206500,10,3,8,64,17
E01198,Female,30,Married,Master,Human Resources,Recruiter,2,Mumbai,Full-Time,2025-05-11,,True,,65000,0,5,7,7,6
E00145,Female,36,Married,Bachelor,Operations,Logistics Coordinator,3,Hyderabad,Full-Time,2025-10-02,,True,,101500,15,5,6,3,2
E00842,Male,42,Married,High School,IT,Software Engineer,6,Remote,Part-Time,2024-01-15,,True,,238000,10,5,6,23,0
E01428,Female,29,Married,High School,Marketing,Marketing Analyst,1,Bengaluru,Part-Time,2022-12-03,,True,,59000,0,4,9,37,0
E02496,Female,41,Married,High School,Operations,Quality Analyst,5,Mumbai,Full-Time,2022-12-28,2023-05-19,False,Performance / Termination,108500,10,3,7,4,1
E00347,Male,33,Married,Diploma,Research & Development,Research Scientist,2,Bengaluru,Full-Time,2020-08-07,,True,,184500,15,3,6,65,0
E02522,Male,30,Single,PhD,Operations,Quality Analyst,1,Mumbai,Full-Time,2022-03-11,,True,,91500,0,4,6,46,8
E00964,Female,36,Married,Master,Marketing,Content Writer,7,Bengaluru,Full-Time,2022-10-12,,True,,135500,0,3,3,39,5
E01495,Male,44,Married,High School,Sales,Business Development,6,Delhi,Full-Time,2023-03-10,,True,,184500,15,4,4,34,4
E01884,Female,36,Married,High School,Operations,Quality Analyst,2,Chennai,Full-Time,2024-09-06,,True,,71500,15,4,6,16,9
E02231,Female,34,Divorced,Diploma,Customer Support,Support Lead,2,Mumbai,Full-Time,2020-09-01,2020-10-04,False,Retirement,73500,0,4,8,1,4
E00233,Female,39,Married,Diploma,Operations,Logistics Coordinator,4,Remote,Full-Time,2021-08-22,,True,,118500,10,3,8,53,5
E01481,Male,36,Married,PhD,IT,Software Engineer,4,Chennai,Full-Time,2025-05-19,,True,,153000,0,2,7,7,0
E01745,Female,35,Married,Bachelor,IT,Data Analyst,2,Bengaluru,Full-Time,2024-05-24,,True,,168500,0,4,5,19,0
E02032,Male,30,Divorced,Diploma,Customer Support,Support Lead,1,Hyderabad,Full-Time,2021-11-30,2022-02-22,False,Retirement,71000,10,3,3,2,7
E01916,Female,41,Married,PhD,Finance,Accountant,6,Delhi,Full-Time,2022-06-27,,True,,140500,20,5,5,42,0
E00130,Male,29,Divorced,High School,Finance,Credit Analyst,2,Delhi,Full-Time,2025-04-07,,True,,126000,0,3,3,8,10
E00136,Male,35,Married,Bachelor,Customer Support,Support Agent,2,Bengaluru,Full-Time,2020-11-06,,True,,68500,15,3,4,62,0
E02361,Male,31,Single,Bachelor,Operations,Logistics Coordinator,1,Chennai,Full-Time,2020-01-24,,True,,64000,0,5,6,72,12
E02318,Female,40,Married,Bachelor,Operations,Logistics Coordinator,4,Mumbai,Part-Time,2022-10-27,,True,,90000,5,4,7,38,2
E02871,Female,33,Single,High School,IT,Software Engineer,5,Delhi,Contract,2025-12-11,,True,,154500,0,4,8,1,5
E02160,female,29,Married,Master,Customer Support,Support Lead,1,Bengaluru,Full-Time,2021-05-24,2021-10-20,False,Resigned,54000,10,5,7,4,4
E02054,Female,27,Married,PhD,Operations,Quality Analyst,2,Delhi,Full-Time,2022-12-05,,True,,110500,10,4,9,37,21
E01450,Male,34,Married,Bachelor,Finance,Credit Analyst,4,Bengaluru,Full-Time,2022-06-22,,True,,145500,0,5,6,42,12
E00783,Female,28,Married,PhD,Marketing,Marketing Analyst,1,Remote,Full-Time,2025-09-04,,True,,80000,5,4,1,3,3
E01947,Male,36,Married,High School,Customer Support,Support Agent,3,Delhi,Full-Time,2024-07-27,,True,,69500,15,5,5,17,4
E02825,Female,25,Married,PhD,IT,IT Support,2,Mumbai,Full-Time,2024-02-26,,True,,169000,0,4,6,22,13
E01408,Female,28,Married,Master,IT,DevOps Engineer,1,Bengaluru,Full-Time,2021-08-20,,True,,147000,5,4,9,53,0
E01404,Male,26,Single,PhD,Sales,Business Development,1,Delhi,Full-Time,2023-06-24,,True,,93500,0,4,7,30,6
E02228,Male,39,Married,Diploma,Finance,Credit Analyst,5,Mumbai,Part-Time,2022-09-08,,True,,168500,5,2,5,40,16
E01136,Male,35,Married,PhD,Customer Support,Escalation Specialist,2,Mumbai,Full-Time,2024-03-08,,True,,49500,10,4,5,22,10
E02762,Male,30,Single,Master,Research & Development,Product Engineer,2,Remote,Full-Time,2020-03-31,,True,,161000,5,4,6,70,3
E00084,Male,29,Married,High School,IT,IT Support,1,Bengaluru,Full-Time,2021-02-26,,True,,88000,5,5,6,58,5
E02338,Female,26,Married,Master,IT,DevOps Engineer,1,Delhi,Contract,2025-10-08,,True,,96500,0,1,6,2,0
E00571,Female,25,Married,Master,Sales,Account Executive,1,Chennai,Full-Time,2023-05-27,2023-07-08,False,Resigned,106000,10,5,6,1,7
E01103,Female,28,Single,Diploma,Marketing,SEO Specialist,1,Chennai,Full-Time,2023-01-05,,True,,80500,0,3,3,36,11
E01593,Female,35,Divorced,PhD,IT,Software Engineer,5,Hyderabad,Full-Time,2021-11-30,,True,,210000,5,3,7,49,0
E02578,Female,41,Single,Bachelor,Finance,Credit Analyst,5,Chennai,Full-Time,2020-12-28,,True,,130500,0,3,5,60,8
E02895,Male,28,Married,Master,Operations,Quality Analyst,1,Remote,Full-Time,2024-08-14,2024-10-20,False,Relocation,94500,15,4,2,2,0
E02542,Male,25,Single,PhD,Operations,Quality Analyst,2,Hyderabad,Full-Time,2023-06-29,2023-10-29,False,Resigned,,5,2,5,4,1
E00806,Male,30,Married,Bachelor,Marketing,Marketing Analyst,4,Delhi,Full-Time,2023-03-12,,True,,128500,0,5,4,34,10
E02779,Female,30,Married,Bachelor,Executive,COO,1,Remote,Full-Time,2024-02-09,,True,,157500,10,3,6,23,5
E00245,Female,28,Married,Bachelor,Customer Support,Support Lead,2,Delhi,Full-Time,2020-07-01,,True,,66000,0,3,4,66,0
E02530,Female,34,Married,Diploma,Customer Support,Support Agent,1,Chennai,Contract,2022-12-17,2023-05-08,False,Retirement,69500,15,3,4,4,0
E02490,Female,35,Married,Diploma,IT,Data Analyst,7,Mumbai,Full-Time,2021-03-30,,True,,,0,3,6,57,0
E02222,Male,36,Single,High School,Sales,Sales Executive,6,Remote,Full-Time,2022-04-26,,True,,179500,20,3,5,44,0
E00713,Male,39,Married,Diploma,IT,IT Support,4,Hyderabad,Full-Time,2020-11-10,,True,,147000,10,3,6,62,14
E00469,Female,34,Married,Diploma,Finance,Accountant,5,Hyderabad,Full-Time,2025-12-10,,True,,121500,5,4,5,1,0
E01873,Female,29,Married,Bachelor,IT,IT Support,2,Mumbai,Full-Time,2025-11-18,2025-12-03,False,Performance / Termination,140500,0,2,4,1,1
E00384,Female,34,Single,PhD,Sales,Account Executive,6,Bengaluru,Full-Time,2025-08-02,,True,,111500,5,4,9,5,1
E02589,Female,41,Married,Diploma,Customer Support,Support Lead,7,Remote,Full-Time,2021-09-25,,True,,137000,0,4,7,51,11
E01203,Female,30,Married,Master,Customer Support,Support Lead,2,Bengaluru,Full-Time,2025-04-16,,True,,62000,0,2,3,8,6
E00158,Female,27,Single,High School,Customer Support,Escalation Specialist,1,Chennai,Full-Time,2025-01-15,,True,,46500,0,4,5,11,5
E00596,Male,32,Married,Bachelor,Customer Support,Support Lead,4,Chennai,Full-Time,2024-02-07,2024-06-30,False,Resigned,69500,0,3,5,4,0
E00316,Female,39,Married,Bachelor,Human Resources,HR Analyst,4,Delhi,Full-Time,2020-05-23,,True,,98000,10,4,7,68,5
E02071,Female,33,Married,PhD,Marketing,Marketing Analyst,3,Bengaluru,Full-Time,2020-12-29,,True,,69500,0,4,5,60,0
E02593,Male,34,Married,High School,Operations,Operations Analyst,5,Remote,Full-Time,2022-09-18,,True,,107000,5,3,8,40,5
E01575,Male,42,Married,Diploma,Sales,Business Development,7,Chennai,Full-Time,2020-01-29,,True,,116000,5,2,6,72,0
E00548,Male,36,Married,Bachelor,Human Resources,HR Generalist,7,Remote,Part-Time,2025-03-01,,True,,133000,0,4,5,10,0
E02166,Male,33,Married,Diploma,Customer Support,Support Agent,4,Chennai,Full-Time,2023-04-21,,True,,70500,5,2,3,32,7
E02279,Male,46,Married,PhD,Research & Development,Data Scientist,7,Delhi,Full-Time,2025-05-31,2025-07-19,False,Resigned,273500,0,4,4,1,6
E00486,Female,28,Married,PhD,Operations,Logistics Coordinator,3,Mumbai,Full-Time,2021-08-31,,True,,116000,0,3,7,52,17
E02060,Female,30,Single,High School,Research & Development,Research Scientist,2,Delhi,Full-Time,2023-09-16,,True,,149500,10,4,5,27,0
E00172,Male,30,Married,Diploma,Customer Support,Support Agent,1,Delhi,Part-Time,2025-09-04,2025-12-12,False,Resigned,65500,5,4,7,3,2
E01605,Female,39,Married,Master,Operations,Operations Analyst,4,Hyderabad,Part-Time,2023-07-21,,True,,103500,0,5,6,29,3
E01534,Female,45,Married,PhD,Research & Development,Research Scientist,7,Mumbai,Full-Time,2024-09-29,2025-02-07,False,Layoff,283500,0,4,4,4,14
E01371,Male,24,Single,Master,IT,Software Engineer,1,Chennai,Full-Time,2025-07-29,,True,,96000,5,4,4,5,5
E02758,Male,37,Single,Master,Research & Development,Product Engineer,7,Delhi,Full-Time,2021-09-21,,True,,224000,5,5,4,52,3
E02254,Male,27,Single,High School,Finance,Credit Analyst,3,Mumbai,Full-Time,2023-06-15,,True,,126000,10,5,6,31,1
E00868,Male,35,Divorced,PhD,IT,Software Engineer,3,Hyderabad,Full-Time,2024-06-03,,True,,182500,0,3,5,19,0
E01152,Female,26,Single,Bachelor,Marketing,Marketing Analyst,2,Hyderabad,Full-Time,2021-06-22,,True,,103000,5,2,6,55,8
E00503,Male,30,Single,PhD,Marketing,SEO Specialist,1,Hyderabad,Full-Time,2021-04-23,,True,,73500,0,4,7,57,7
E02710,Male,27,Married,Diploma,Finance,Accountant,3,Remote,Full-Time,2023-04-01,,True,,138500,5,5,5,33,8
E01554,Female,39,Married,Bachelor,Research & Development,Product Engineer,4,Remote,Full-Time,2021-10-20,,True,,227000,10,3,5,51,5
E02038,Female,25,Married,Diploma,Operations,Logistics Coordinator,2,Mumbai,Full-Time,2021-12-17,,True,,88500,15,3,6,49,4
E02822,Female,39,Single,High School,Operations,Quality Analyst,5,Chennai,Full-Time,2025-11-29,,True,,144000,15,4,6,1,6
E01447,Female,35,Married,PhD,Finance,Financial Analyst,2,Remote,Full-Time,2024-03-13,,True,,121000,20,3,7,21,8
E01400,Male,25,Married,PhD,Customer Support,Support Agent,1,Bengaluru,Part-Time,2023-02-16,2023-07-01,False,Resigned,55500,0,4,5,4,6
E02190,female,35,Married,PhD,Sales,Business Development,4,Bengaluru,Contract,2022-08-23,,True,,100000,0,4,7,40,0
E01401,Male,34,Single,Diploma,Marketing,Content Writer,1,Mumbai,Full-Time,2020-05-25,,True,,63000,0,3,5,68,0
E02910,Female,35,Married,Bachelor,Finance,Credit Analyst,4,Hyderabad,Full-Time,2023-05-25,,True,,108500,0,4,7,31,1
E01254,Female,32,Single,Bachelor,Marketing,Marketing Analyst,3,Bengaluru,Full-Time,2020-09-12,,True,,96000,5,3,10,64,3
E02146,Female,34,Married,Bachelor,Customer Support,Support Agent,1,Hyderabad,Full-Time,2021-05-21,2021-07-28,False,Retirement,72000,5,4,5,2,8
E01205,Female,32,Married,PhD,Sales,Sales Executive,2,Remote,Full-Time,2022-05-18,2022-09-06,False,Resigned,119500,0,1,6,3,0
E01221,Female,27,Married,Bachelor,Finance,Financial Analyst,3,Remote,Full-Time,2020-12-16,,True,,145500,15,5,5,61,5
E01837,Female,34,Married,High School,IT,DevOps Engineer,6,Hyderabad,Full-Time,2024-02-26,,True,,147000,0,3,6,22,9
E01542,Male,35,Married,Bachelor,Sales,Business Development,4,Chennai,Full-Time,2022-07-06,,True,,112500,10,5,5,42,5
E01822,Male,29,Married,Bachelor,Sales,Account Executive,4,Delhi,Full-Time,2023-01-04,2023-03-18,False,Resigned,148000,0,1,6,2,0
E02010,male,27,Married,Bachelor,Research & Development,Product Engineer,3,Delhi,Full-Time,2022-10-17,,True,,174000,15,5,4,39,4
E01032,Female,23,Single,Diploma,IT,Data Analyst,1,Delhi,Full-Time,2025-07-24,,True,,109000,10,4,5,5,14
E02814,Male,37,Married,Bachelor,Operations,Operations Analyst,4,Chennai,Full-Time,2022-09-02,,True,,114500,0,4,6,40,0
E01335,Male,37,Married,Master,Marketing,Content Writer,4,Bengaluru,Part-Time,2024-10-10,,True,,103500,15,4,6,14,5
E00118,Male,31,Married,Diploma,Operations,Operations Analyst,2,Chennai,Full-Time,2020-02-18,,True,,101000,5,4,5,71,14
E01125,male,30,Single,High School,Sales,Sales Executive,1,Mumbai,Part-Time,2023-11-05,,True,,89000,0,5,5,26,1
E01506,Female,32,Single,PhD,Customer Support,Support Agent,1,Bengaluru,Full-Time,2021-04-22,,True,,73000,10,3,7,57,12
E00659,Male,39,Married,PhD,Operations,Quality Analyst,7,Bengaluru,Full-Time,2025-08-03,,True,,167500,15,3,5,5,0
E01024,Male,31,Married,High School,Customer Support,Support Lead,3,Hyderabad,Full-Time,2020-04-09,,True,,88500,5,4,9,69,0
E00744,Female,28,Married,PhD,Marketing,Content Writer,3,Bengaluru,Full-Time,2023-10-06,,True,,88000,5,4,6,27,3
E00262,Female,31,Married,Master,IT,DevOps Engineer,1,Hyderabad,Full-Time,2021-04-15,,True,,86500,10,3,6,57,10
E00204,Male,35,Married,Master,Executive,COO,4,Hyderabad,Full-Time,2020-05-04,,True,,282500,0,3,6,68,14
E00193,Male,34,Married,Bachelor,IT,Software Engineer,5,Hyderabad,Full-Time,2023-03-10,,True,,146500,0,3,7,34,20
E01995,Male,28,Single,Master,Customer Support,Support Agent,3,Remote,Full-Time,2024-12-04,,True,,75500,0,5,8,13,3
E02403,Female,29,Single,PhD,Operations,Quality Analyst,3,Bengaluru,Full-Time,2024-09-04,,True,,114500,10,3,4,16,11
E00168,Female,29,Divorced,Diploma,Operations,Logistics Coordinator,1,Hyderabad,Full-Time,2023-11-04,,True,,66500,5,4,10,26,0
E02460,Female,35,Single,PhD,IT,Data Analyst,3,Hyderabad,Full-Time,2025-10-28,,True,,175000,5,3,7,2,10
E02262,Male,30,Married,Bachelor,Sales,Business Development,4,Hyderabad,Full-Time,2024-02-05,,True,,88000,0,4,3,23,9
E00969,female,30,Married,Diploma,Research & Development,Research Scientist,2,Bengaluru,Full-Time,2025-03-15,,True,,165500,5,2,8,9,0
E00650,Male,30,Divorced,Diploma,Human Resources,Recruiter,2,Remote,Full-Time,2020-03-17,,True,,104500,0,3,5,70,0
E01132,Male,36,Married,PhD,Sales,Business Development,4,Delhi,Full-Time,2025-04-10,2025-06-02,False,Resigned,114500,5,5,6,1,2
E02574,Female,35,Married,PhD,Marketing,Marketing Analyst,5,Hyderabad,Full-Time,2022-07-14,,True,,138000,5,4,7,42,4
E02973,Female,31,Married,High School,IT,IT Support,2,Remote,Full-Time,2024-11-02,2024-12-15,False,Resigned,126000,10,4,5,1,3
E02480,Male,30,Single,Diploma,Sales,Account Executive,3,Hyderabad,Full-Time,2022-10-23,,True,,101500,0,4,5,38,9
E00629,Female,25,Married,PhD,IT,DevOps Engineer,2,Delhi,Full-Time,2022-12-21,,True,,144500,10,3,5,36,10
E02208,Female,33,Married,Master,Customer Support,Support Lead,3,Bengaluru,Full-Time,2023-07-28,,True,,65500,0,3,7,29,10
E01100,Female,25,Divorced,PhD,Finance,Financial Analyst,2,Delhi,Full-Time,2021-04-01,,True,,82000,15,4,9,57,0
E01437,Female,33,Married,High School,Finance,Financial Analyst,3,Hyderabad,Full-Time,2021-08-27,,True,,138000,0,4,6,52,3
E02267,Female,29,Single,PhD,Finance,Credit Analyst,4,Chennai,Full-Time,2020-07-28,,True,,135500,0,3,8,66,8
E00869,Male,25,Single,High School,IT,IT Support,1,Mumbai,Full-Time,2025-05-31,2025-08-10,False,Performance / Termination,82500,0,5,6,2,4
E02451,Female,27,Married,Diploma,Customer Support,Support Agent,2,Hyderabad,Part-Time,2024-10-20,,True,,70500,5,4,3,14,0
E00110,Female,37,Married,High School,Operations,Logistics Coordinator,5,Remote,Full-Time,2021-12-30,,True,,144500,0,4,7,48,14
E01899,Male,34,Married,PhD,Marketing,Content Writer,2,Mumbai,Full-Time,2023-07-25,,True,,75500,5,3,6,29,12
E01257,Male,34,Married,Master,Customer Support,Support Agent,5,Mumbai,Full-Time,2024-02-11,,True,,107500,5,3,6,22,6
E00882,Male,32,Single,Master,Operations,Logistics Coordinator,1,Hyderabad,Full-Time,2021-02-12,,True,,60500,5,4,8,59,7
E02456,Female,32,Married,High School,IT,Software Engineer,4,Mumbai,Full-Time,2021-02-01,,True,,184000,15,5,10,59,0
E02510,Female,35,Married,Master,Customer Support,Escalation Specialist,2,Chennai,Full-Time,2023-08-21,,True,,65000,5,4,7,28,14
E00591,Female,37,Married,Bachelor,Sales,Sales Executive,3,Bengaluru,Full-Time,2021-09-09,,True,,122000,20,4,8,52,5
E01057,Unknown,37,Married,Diploma,Customer Support,Support Lead,5,Remote,Part-Time,2022-08-08,,True,,91500,10,4,6,41,9
E02053,Male,26,Married,PhD,Sales,Sales Executive,1,Remote,Full-Time,2024-01-07,,True,,77500,0,3,7,24,3
E02188,Female,30,Married,Master,Research & Development,Product Engineer,1,Mumbai,Full-Time,2022-12-10,,True,,163000,5,4,5,37,7
E02483,Male,31,Married,Master,Marketing,SEO Specialist,1,Delhi,Full-Time,2023-10-09,,True,,66500,10,2,6,27,0
E02039,Female,30,Married,Bachelor,Finance,Financial Analyst,3,Chennai,Full-Time,2021-06-10,,True,,114000,15,4,6,55,0
E02592,Male,34,Single,Bachelor,Finance,Accountant,1,Remote,Full-Time,2021-01-23,2021-03-14,False,Performance / Termination,65500,5,3,5,1,5
E00818,Male,25,Divorced,High School,Sales,Business Development,2,Delhi,Full-Time,2021-01-24,,True,,104000,15,4,8,60,0
E01414,Female,39,Married,Master,IT,Data Analyst,4,Remote,Full-Time,2023-09-16,2023-12-19,False,Layoff,195500,10,5,5,3,6
E02790,Male,29,Single,Diploma,Human Resources,HR Analyst,2,Mumbai,Full-Time,2024-12-26,,True,,108500,0,4,9,12,8
E02799,male,35,Married,Bachelor,Marketing,Content Writer,3,Hyderabad,Full-Time,2025-06-19,,True,,71000,15,4,7,6,9
E01993,Female,37,Married,Master,Operations,Logistics Coordinator,5,Remote,Full-Time,2023-03-07,2023-06-15,False,Relocation,141000,20,5,6,3,7
E01540,Male,33,Single,PhD,Human Resources,Recruiter,2,Bengaluru,Full-Time,2020-09-29,,True,,66500,15,4,7,63,0
E01090,Male,29,Married,Diploma,Executive,CFO,3,Chennai,Part-Time,2023-10-03,,True,,242500,5,5,6,27,2
E01042,Female,26,Married,High School,IT,Data Analyst,1,Delhi,Full-Time,2023-04-15,,True,,98000,0,5,7,33,0
E01763,Male,35,Married,Master,Operations,Logistics Coordinator,3,Remote,Full-Time,2022-03-02,,True,,93500,5,4,6,46,1
E02907,Male,25,Married,Bachelor,Customer Support,Escalation Specialist,1,Chennai,Full-Time,2022-09-02,2022-10-24,False,Retirement,62000,0,5,8,1,10
E02478,Male,26,Married,PhD,Sales,Business Development,2,Chennai,Full-Time,2023-08-25,,True,,69000,5,4,6,28,3
E00437,Male,31,Married,PhD,IT,Data Analyst,4,Hyderabad,Full-Time,2023-05-24,,True,,131500,0,5,4,31,7
E00034,Female,39,Single,Bachelor,IT,IT Support,4,Mumbai,Full-Time,2024-04-12,,True,,144000,15,4,5,20,8
E02343,Female,32,Married,Diploma,Research & Development,Research Scientist,2,Chennai,Full-Time,2025-03-27,,True,,154000,5,3,8,9,3
E00875,Female,33,Married,High School,IT,IT Support,2,Chennai,Full-Time,2022-07-09,,True,,157500,10,3,8,42,5
E02748,Female,38,Divorced,High School,Research & Development,Research Scientist,3,Remote,Full-Time,2024-08-28,,True,,199000,5,2,7,16,0
E01330,Male,33,Married,High School,Marketing,SEO Specialist,4,Mumbai,Full-Time,2021-12-19,,True,,126000,0,3,5,49,8
E01859,Female,37,Married,Bachelor,Marketing,Marketing Analyst,3,Hyderabad,Full-Time,2024-05-29,,True,,77000,0,5,1,19,0
E00381,Female,38,Married,Bachelor,Customer Support,Support Lead,4,Mumbai,Full-Time,2021-08-23,,True,,98500,0,4,4,53,12
E02436,Female,33,Married,Diploma,Customer Support,Support Agent,3,Mumbai,Full-Time,2020-11-11,,True,,79000,0,4,7,62,11
E00415,Male,28,Married,Master,Sales,Business Development,3,Chennai,Full-Time,2021-10-08,2021-12-28,False,Resigned,95000,5,3,8,2,10
E00280,Female,38,Married,High School,Research & Development,Data Scientist,5,Bengaluru,Full-Time,2023-11-22,,True,,180500,10,4,7,25,0
E02926,Female,44,Married,Master,,Software Engineer,6,Remote,Full-Time,2020-12-27,,True,,167500,0,3,6,61,4
E02442,Male,31,Married,PhD,Customer Support,Escalation Specialist,5,Bengaluru,Full-Time,2021-11-28,,True,,110000,0,4,8,49,8
E00027,Male,28,Married,PhD,Sales,Sales Executive,3,Bengaluru,Full-Time,2025-11-13,,True,,83000,15,3,5,1,4
E01870,Female,28,Single,PhD,Customer Support,Support Agent,2,Hyderabad,Full-Time,2024-07-09,2024-09-08,False,Resigned,55000,5,5,6,2,2
E02445,female,25,Married,Diploma,Sales,Sales Executive,2,Bengaluru,Full-Time,2025-06-26,,True,,115000,0,4,8,6,10
E02213,male,34,Single,Master,Customer Support,Support Lead,1,Bengaluru,Full-Time,2025-06-06,2025-10-02,False,Resigned,68000,5,3,5,3,0
E00350,Male,36,Divorced,Diploma,IT,IT Support,2,Hyderabad,Full-Time,2023-01-12,,True,,117000,10,3,3,36,0
E01040,Female,28,Married,Bachelor,Operations,Operations Analyst,2,Delhi,Full-Time,2021-11-13,,True,,87500,15,3,6,50,3
E00401,Male,31,Divorced,PhD,IT,IT Support,3,Delhi,Full-Time,2020-02-06,,True,,189000,0,5,6,71,0
E00832,Male,35,Single,Master,Sales,Account Executive,4,Mumbai,Full-Time,2025-07-22,,True,,145000,10,3,4,5,3
E02136,Male,25,Married,Bachelor,Marketing,Content Writer,2,Hyderabad,Full-Time,2025-02-07,,True,,95500,20,4,6,10,6
E00974,Male,36,Married,Diploma,IT,DevOps Engineer,7,Chennai,Full-Time,2022-05-06,,True,,257000,0,4,8,44,10
E01248,Female,26,Married,Master,Operations,Logistics Coordinator,1,Delhi,Full-Time,2025-06-16,2025-11-11,False,Resigned,57000,0,4,8,4,10
E00788,Male,26,Married,Master,Customer Support,Escalation Specialist,1,Chennai,Part-Time,2022-08-31,2022-12-17,False,Retirement,44000,5,4,5,3,8
E00273,Female,40,Divorced,Master,Human Resources,HR Analyst,4,Chennai,Full-Time,2020-04-21,,True,,93000,15,5,3,69,9
E00301,Female,25,Married,Master,Operations,Logistics Coordinator,2,Delhi,Contract,2020-08-26,,True,,72000,10,3,4,65,8
E02856,Male,27,Married,PhD,Human Resources,HR Analyst,1,Mumbai,Part-Time,2023-02-15,,True,,72000,5,3,5,35,1
E01343,Female,36,Married,PhD,Human Resources,HR Analyst,2,Chennai,Contract,2022-08-24,,True,,92000,5,4,6,40,15
E01457,Female,36,Married,Bachelor,Sales,Business Development,4,Delhi,Full-Time,2022-09-26,,True,,121000,10,5,8,39,6
E00117,Female,26,Married,High School,Research & Development,Research Scientist,1,Bengaluru,Full-Time,2021-04-11,,True,,106000,10,4,7,57,0
E00919,Male,29,Single,High School,Research & Development,Research Scientist,2,Mumbai,Contract,2020-01-06,,True,,150000,0,4,3,72,14
E01689,Female,27,Married,PhD,Finance,Financial Analyst,2,Bengaluru,Full-Time,2023-07-12,,True,,120500,0,3,7,30,5
E02367,Female,30,Married,PhD,Human Resources,HR Analyst,1,Bengaluru,Full-Time,2022-03-19,,True,,77000,5,3,9,46,3
E02462,Male,33,Married,Diploma,Operations,Quality Analyst,3,Delhi,Full-Time,2025-07-17,,True,,104000,10,1,3,5,0
E01433,Male,27,Married,PhD,Finance,Credit Analyst,2,Delhi,Full-Time,2023-06-09,,True,,118000,5,3,8,31,22
E00664,Female,32,Divorced,PhD,IT,Data Analyst,1,Hyderabad,Full-Time,2020-08-15,,True,,91500,10,5,6,65,0
E00841,Female,41,Married,Master,Customer Support,Escalation Specialist,7,Mumbai,Full-Time,2020-01-13,,True,,120000,10,5,1,72,0
E02189,Male,32,Married,PhD,Marketing,Content Writer,4,Hyderabad,Full-Time,2024-05-09,,True,,94500,5,4,10,20,10
E02972,Male,30,Single,PhD,Human Resources,HR Analyst,2,Hyderabad,Contract,2020-07-25,,True,,111500,10,4,7,66,9
E02285,Female,33,Married,Bachelor,Marketing,Marketing Analyst,3,Mumbai,Full-Time,2020-09-04,,True,,111000,5,2,8,64,5
E00417,Male,31,Single,Bachelor,Customer Support,Support Agent,3,Hyderabad,Full-Time,2020-09-02,,True,,85500,0,4,9,64,0
E01897,Female,32,Married,High School,Marketing,SEO Specialist,2,Hyderabad,Full-Time,2025-08-26,,True,,73000,0,4,3,4,1
E01427,Male,32,Single,Master,,Quality Analyst,1,Chennai,Full-Time,2025-06-03,,True,,74500,15,5,8,7,1
E00683,Female,35,Married,PhD,Operations,Logistics Coordinator,2,Chennai,Contract,2023-01-23,2023-05-20,False,Relocation,104500,15,4,7,3,0
E01598,Male,25,Married,PhD,Customer Support,Escalation Specialist,2,Remote,Full-Time,2024-08-27,,True,,60000,0,4,6,16,5
E01959,Female,27,Single,Master,Operations,Quality Analyst,3,Hyderabad,Full-Time,2022-04-23,,True,,116000,0,3,8,44,0
E02299,Female,40,Married,High School,Sales,Account Executive,6,Bengaluru,Full-Time,2021-12-31,,True,,140500,5,4,5,48,0
E01685,Female,35,Married,Master,Finance,Financial Analyst,3,Chennai,Full-Time,2025-06-06,,True,,119500,5,5,7,6,2
E02491,Female,24,Single,Diploma,,Data Scientist,1,Mumbai,Full-Time,2023-03-28,2023-07-05,False,Resigned,138000,5,4,5,3,0
E00463,Female,27,Single,Bachelor,IT,Data Analyst,3,Bengaluru,Full-Time,2023-06-02,,True,,165500,0,5,9,31,9
E01322,Male,41,Single,Bachelor,Finance,Credit Analyst,5,Chennai,Contract,2020-07-01,,True,,113000,0,4,4,66,6
E00119,Unknown,25,Married,Bachelor,IT,IT Support,2,Delhi,Full-Time,2025-06-30,2025-11-07,False,Resigned,140500,0,3,9,4,5
E00980,Male,24,Married,PhD,IT,DevOps Engineer,1,Chennai,Full-Time,2024-10-20,,True,,146000,10,4,6,14,10
E00775,Male,42,Divorced,Master,IT,DevOps Engineer,5,Bengaluru,Full-Time,2020-09-10,,True,,153000,5,3,8,64,1
